video_name,video_number,luminance,contrast,complexity
Heights_02.mov,02,101.873799913194,238,0.130625234779605
Heights_02.mov,02,75.7726334635417,255,0.140311969870045
Heights_02.mov,02,88.8766807725694,255,0.0998257780332459
Heights_02.mov,02,95.2833930121528,255,0.0274152969562073
Heights_02.mov,02,83.6639322916667,255,0.0370739028905618
Heights_02.mov,02,86.0539312065972,255,0.0345864470069729
Heights_02.mov,02,82.9698838975694,255,0.019402586358392
Heights_02.mov,02,118.589140625,254,0.00524310354932518
Heights_02.mov,02,123.93533203125,254,0.0049696876688254
Heights_02.mov,02,125.580266927083,254,0.00454091224245467
Heights_02.mov,02,123.146910807292,255,0.00453676215328199
Heights_02.mov,02,122.519829644097,255,0.00371645940620583
Heights_02.mov,02,130.933503689236,253,0.0018403878218474
Heights_02.mov,02,134.538232421875,253,0.00328620473374431
Heights_02.mov,02,140.126909722222,250,0.00726036890975746
Heights_02.mov,02,146.585244140625,254,0.00230587267156683
Heights_02.mov,02,138.574517144097,255,0.00805556079923487
Heights_02.mov,02,142.870588107639,254,0.0142675377082934
Heights_02.mov,02,145.348821614583,255,0.0124708067733655
Heights_02.mov,02,137.324704861111,255,0.0136615269452441
Heights_02.mov,02,135.609616970486,255,0.0153672062440766
Heights_05.mov,05,120.134216579861,254,0.178913146385642
Heights_05.mov,05,119.799253472222,255,0.209165132249201
Heights_05.mov,05,111.241229383681,255,0.0974913699109616
Heights_05.mov,05,107.977156032986,255,0.00056446011059123
Heights_05.mov,05,113.153023003472,255,0.0225653266355293
Heights_05.mov,05,126.217225477431,255,0.0022785759279787
Heights_05.mov,05,107.956917317708,255,0.00241917064167125
Heights_05.mov,05,105.740291883681,252,0.049505773232893
Heights_05.mov,05,108.500297309028,251,0.117982727868945
Heights_05.mov,05,114.699495442708,255,0.142432447642367
Heights_05.mov,05,153.819615885417,255,0.0144477753226237
Heights_05.mov,05,133.992426215278,255,0.00501472276816816
Heights_05.mov,05,136.180532769097,255,0.00497788021748563
Heights_05.mov,05,152.383132595486,255,0.00666791477895686
Heights_05.mov,05,131.932924262153,255,0.0123997592213651
Heights_05.mov,05,126.841052517361,255,0.00819638763057186
Heights_05.mov,05,104.404363064236,255,0.000612468319982762
Heights_05.mov,05,102.174776475694,255,0.0229223707973329
Heights_05.mov,05,106.818747829861,255,0.00243272001533129
Heights_05.mov,05,102.159878472222,254,0.0118467763570596
Heights_06.mov,06,128.59240234375,238,0.000702076709660521
Heights_06.mov,06,127.450684678819,245,0.00056446011059123
Heights_06.mov,06,141.477274305556,191,0.000607154613553949
Heights_06.mov,06,104.121830512153,213,1.57996514836822e-05
Heights_06.mov,06,103.024940321181,245,0.000206498036850242
Heights_06.mov,06,107.541566840278,239,-0
Heights_06.mov,06,117.336865234375,244,0.000115313047871656
Heights_06.mov,06,105.241168619792,245,0.00015847630182635
Heights_06.mov,06,98.998828125,247,5.07228638205364e-05
Heights_06.mov,06,121.488502604167,243,-0
Heights_06.mov,06,109.278403862847,245,3.01525429531738e-05
Heights_06.mov,06,114.640904947917,244,8.26151565094218e-06
Heights_06.mov,06,112.146533203125,246,2.30647520066656e-05
Heights_06.mov,06,119.966851128472,249,4.39593634260066e-05
Heights_06.mov,06,105.158207465278,252,5.74115643681019e-05
Heights_06.mov,06,116.421072048611,249,7.06000724424014e-05
Heights_06.mov,06,103.638399522569,251,0.000206498036850242
Heights_06.mov,06,125.407986111111,244,2.30647520066656e-05
Heights_06.mov,06,123.287082248264,244,2.30647520066656e-05
Heights_06.mov,06,115.016723090278,243,4.39593634260066e-05
Heights_06.mov,06,120.519595269097,247,6.40348677839991e-05
Heights_09.mov,09,117.423104383681,254,5.74115643681019e-05
Heights_09.mov,09,102.706176215278,254,0.00015847630182635
Heights_09.mov,09,103.477111545139,254,0.000224220605630504
Heights_09.mov,09,103.829021267361,253,0.000406520272038127
Heights_09.mov,09,105.692840711806,252,0.00031670247552015
Heights_09.mov,09,105.048856336806,255,0.00043965800214423
Heights_09.mov,09,106.044366319444,255,0.000898117412759692
Heights_09.mov,09,108.264270833333,255,0.000696841657627988
Heights_09.mov,09,107.064000651042,255,0.00118849720103629
Heights_09.mov,09,110.376764322917,253,0.00129639631236404
Heights_09.mov,09,108.816088324653,249,0.00210010097638984
Heights_09.mov,09,115.868934461806,248,0.00426164022325871
Heights_09.mov,09,99.1572894965278,240,0.0229732900839078
Heights_09.mov,09,93.314892578125,245,0.00619453992391499
Heights_09.mov,09,122.617477213542,253,0.000253464991344453
Heights_09.mov,09,124.094220920139,255,0.0269904462493773
Heights_09.mov,09,94.7316623263889,255,0.178310237958142
Heights_09.mov,09,83.4796365017361,255,0.200708327484737
Heights_09.mov,09,85.1649468315972,255,0.282905147686372
Social_13.mov,13,25.1665787760417,135,0.848516308428919
Social_13.mov,13,28.5086458333333,153,0.825046946374883
Social_13.mov,13,58.4974294704861,255,0.667551629200704
Social_13.mov,13,71.7840679253472,255,0.600499166640349
Social_13.mov,13,56.2292643229167,90,0.0620023871160453
Social_13.mov,13,57.4049609375,102,0.0330136720383034
Social_13.mov,13,59.8165798611111,105,0.025561403672792
Social_13.mov,13,56.5737565104167,112,0.0279062425476342
Social_13.mov,13,61.3687185329861,106,0.0374201339242682
Social_13.mov,13,56.4300824652778,123,0.0202889515443372
Social_13.mov,13,10.3392664930556,253,0.0275474097387637
Social_13.mov,13,18.5502463107639,251,0.00084703672450171
Social_13.mov,13,9.60962782118056,162,0.00483422771552473
Social_13.mov,13,9.40504991319444,253,0.0179072466012074
Social_13.mov,13,23.6955327690972,254,0.00484245275389674
Social_13.mov,13,32.4149424913194,253,0.00586795967706622
Social_13.mov,13,40.4777506510417,253,0.00238299097006636
Social_13.mov,13,36.8002549913194,253,0.00386116678187479
Social_13.mov,13,36.3600325520833,252,0.00128663231035598
Social_13.mov,13,28.8592513020833,237,0.000339374839706967
Social_14.mov,14,111.7872265625,255,0.304239489993391
Social_14.mov,14,119.309905598958,255,0.300412429896199
Social_14.mov,14,131.337035590278,255,0.281515652238646
Social_14.mov,14,130.926346571181,255,0.343035829029581
Social_14.mov,14,112.637023654514,255,0.418905183427328
Social_14.mov,14,99.9243967013889,255,0.525182618327021
Social_14.mov,14,100.058770616319,255,0.547171362916614
Social_14.mov,14,114.191506076389,255,0.410064551379466
Social_14.mov,14,115.774644097222,255,0.41343009877897
Social_14.mov,14,114.453902994792,255,0.377066510717653
Social_14.mov,14,118.87181640625,255,0.347907155027265
Social_14.mov,14,110.965949435764,255,0.45056924776441
Social_14.mov,14,103.910358072917,255,0.483783918599928
Social_14.mov,14,114.991819661458,255,0.404541408546301
Social_14.mov,14,120.900033637153,255,0.366108540197056
Social_14.mov,14,126.481142578125,255,0.361907463501773
Social_14.mov,14,132.34548828125,255,0.316940547619394
Social_14.mov,14,133.821970486111,255,0.315530943676785
Social_14.mov,14,132.834518229167,255,0.326367146605172
Social_14.mov,14,132.525166015625,255,0.322818740919733
Social_14.mov,14,129.480022786458,255,0.325012226629222
Social_15.mov,15,75.8551616753472,255,0.549754526722791
Social_15.mov,15,80.4657953559028,255,0.594348433885565
Social_15.mov,15,77.5040049913194,255,0.647279069860364
Social_15.mov,15,63.2607975260417,255,0.522878295793323
Social_15.mov,15,62.1421126302083,255,0.510422405260039
Social_15.mov,15,63.4878049045139,255,0.399092642680622
Social_15.mov,15,68.0022938368055,255,0.391537933149421
Social_15.mov,15,55.8363606770833,255,0.527670087230804
Social_15.mov,15,80.3048198784722,255,0.209115774547133
Social_15.mov,15,91.126396484375,255,0.25500635710532
Social_15.mov,15,57.8025868055556,255,0.451122716581601
Social_15.mov,15,63.24271484375,255,0.332260319071058
