CSF	WhiteMatter	GlobalSignal	stdDVARS	non-stdDVARS	vx-wisestdDVARS	FramewiseDisplacement	tCompCor00	tCompCor01	tCompCor02	tCompCor03	tCompCor04	tCompCor05	aCompCor00	aCompCor01	aCompCor02	aCompCor03	aCompCor04	aCompCor05	Cosine00	Cosine01	Cosine02	Cosine03	Cosine04	Cosine05	Cosine06	NonSteadyStateOutlier00	NonSteadyStateOutlier01	X	Y	Z	RotX	RotY	RotZ
8.424461435132427	0.3396816064106689	5.283713956631446	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.00806838	-0.0120157	-0.0515364	0.000163305	0.000184885	0.00011929
4.035713988623612	-0.004935263008981186	3.466307538008921	1.08294356	38.2739296	1.03981709	0.18948122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.00865169	0.0157317	0.0487054	-0.00017391	-0.0	-0.000254049
1.969155697523432	-0.20706642008598355	1.6327007473297672	1.01776206	35.97025299	0.98732305	0.06627320676000001	-0.0312414709	-0.021689469399999998	0.0047748192	-0.0407579895	0.0037907965	-0.0096896072	-0.021539823399999998	0.0360918104	-0.0176192092	0.0009057933	-0.0020468895000000003	0.013672929399999999	0.060302022999999996	0.0603012852	0.0603000555	0.060298334	0.060296120700000004	0.060293415499999996	0.0602902186	0.0	0.0	-7.53324e-06	-0.00280985	0.0382215	0.000303083	-0.0	-0.00015897
1.2270905858279215	0.1869268036724907	1.330856346181013	0.98055571	34.6552887	0.95207334	0.13764876324000003	-0.0334504451	-0.0213159641	-0.042264500999999996	-0.052408663200000004	0.0135368847	-0.015238734299999999	-0.025338344199999998	0.0418403198	0.0315733328	0.025836207400000002	-0.0121597109	0.026165353	0.0603000555	0.060293415499999996	0.060282349400000004	0.0602668579	0.0602469423	0.0602226039	0.0601938447	0.0	0.0	0.008395629999999998	-0.0130253	-0.0306221	0.000430819	0.000480855	0.00023617
0.3752253516664987	-0.4277865018161275	1.0622399193776384	0.95643824	33.80291748	0.93915397	0.08480011000000001	-0.0352466308	-0.0189719863	-0.0472818033	-0.0401762518	0.0353624642	-0.014545219299999999	-0.0350151095	0.023930583199999998	0.028839285200000002	0.030741199599999998	-0.029596216	-0.0405496296	0.060296120700000004	0.0602776772	0.0602469423	0.060203922199999996	0.0601486256	0.060081064	0.0600012509	0.0	0.0	0.0115763	0.0119595	-0.023	-0.000125324	0.000609635	-5.91578e-05
0.8135449303757532	-0.23415956866215976	1.1111604924696306	1.01242411	35.78159714	0.98208082	0.1630371265	-0.0346639013	-0.0165908338	0.022900247599999996	-0.0431022869	-0.016732929299999998	0.0157691337	-0.0319873362	0.022433238900000003	-0.0241559331	-0.0090886676	-0.027148782000000003	-0.009226301899999999	0.0602902186	0.0602540723	0.0601938447	0.0601095596	0.0600012509	0.059868961799999995	0.05971274519999999	0.0	0.0	-5.29215e-05	0.0285262	0.0564066	-8.53433e-05	-8.22102e-05	-0.000436024
-0.8804939178783139	-0.19777697410538714	0.5220670930958945	0.98416513	34.78285599	0.95757109	0.087681224	-0.023634182099999998	0.0026313989	0.0212909652	-0.0482554313	-0.015371214499999999	0.0361013208	-0.0297459285	0.0156624697	-0.0220861683	0.0125874393	0.0065518448	-0.0267113933	0.060282349400000004	0.0602226039	0.0601230721	0.0599838195	0.0598049383	0.0595865466	0.0593287886	0.0	0.0	-3.00325e-05	0.00651152	0.051771	0.000246151	0.000394675	-2.42424e-05
-0.27445381775480626	-0.053177382832661546	0.5640922942429372	1.00957954	35.68106461	0.98163193	0.1526039225	-0.0149367296	0.0213375826	-0.026100791	-0.0674940718	0.0019774163	0.0273434651	-0.0308460744	0.0082196071	0.0402094718	0.0370885882	0.0141104626	-0.045804743200000005	0.0602725134	0.060183276200000003	0.0600346453	0.0598267675	0.0595598479	0.059234149900000005	0.058849995	0.0	0.0	0.0124389	-0.0166628	-0.0266548	0.000477854	0.000641952	0.000267475
-0.2508549751613911	0.5294489266897237	1.1628907887665028	0.97991627	34.63269043	0.95917225	0.131204445	-0.0147985252	0.0217836186	-0.0010877891	-0.0531956506	-0.010568443200000001	0.0481525895	-0.0241035975	-0.0102537814	0.0024646901	0.0157180416	0.0202130347	-0.046328740300000004	0.0602607109	0.0601360941	0.0599285903	0.0596384856	0.0592661797	0.0588121858	0.0582771297	0.0	0.0	0.00419971	0.00565284	0.0111535	0.000208501	-0.0	-7.80463e-05
0.3442051127155251	-0.14547220430237726	0.7762633288190136	1.01993132	36.04692078	0.98368567	0.145616495	-0.0082231832	0.016018570700000002	0.01533309	-0.030169972599999997	-0.0540423668	0.0452353913	-0.0165646918	-0.022549758599999997	-0.0362899929	0.012244404399999999	0.024486032	-0.0416857892	0.0602469423	0.060081064	0.0598049383	0.059419072	0.0589241731	0.0583211497	0.0576111084	0.0	0.0	-0.00640349	0.0109692	0.0880245	0.00044925	-0.0004071	-0.000486716
