CSF	WhiteMatter	GlobalSignal	stdDVARS	non-stdDVARS	vx-wisestdDVARS	FramewiseDisplacement	tCompCor00	tCompCor01	tCompCor02	tCompCor03	tCompCor04	tCompCor05	aCompCor00	aCompCor01	aCompCor02	aCompCor03	aCompCor04	aCompCor05	Cosine00	Cosine01	Cosine02	Cosine03	Cosine04	Cosine05	Cosine06	X	Y	Z	RotX	RotY	RotZ
9.306326023035341	-0.7402359711683699	0.1420006719725131	n/a	n/a	n/a	n/a	-0.055912444699999994	-0.0382838896	0.021767244100000003	-0.0503637813	0.08037724730000001	-0.0184872658	-0.0420343254	-0.0381410895	0.0632930336	-0.0105399717	0.0281701296	-0.0111162917	0.0601926828	0.060191951699999996	0.0601907331	0.060189027199999995	0.0601868338	0.0601841531	0.060180985	-0.018706	-0.06464780000000002	-0.118004	-0.00119896	0.000541726	-8.2502e-05
6.745504122120491	-0.17211045764594154	-0.4438478472401684	1.0852685	42.72249985	1.00443149	0.2498996	-0.042765305700000006	-0.0194947192	0.024982280899999997	0.060460114	0.09587082849999999	0.0139069171	-0.044584463	-0.0158256908	0.054374247	0.0031832875	-0.0775386416	0.0340887292	0.0601907331	0.0601841531	0.0601731869	0.0601578354	0.0601380996	0.060113981100000005	0.0600854815	-0.0155893	0.0286681	-0.0426971	-0.00217344	0.000774217	-0.000438733
3.463702251761598	-0.9029043791514396	-0.7578618624525966	1.02790821	40.46446228	0.97876799	0.12146897000000002	-0.0292972056	-0.016170405	-0.039400816400000004	0.0134270838	0.0643100161	0.013782664699999999	-0.027210740499999997	0.0067919294	0.0266078558	0.0016081533999999999	-0.0508356374	-0.066209861	0.0601868338	0.060168557000000004	0.0601380996	0.060095468	0.0600406707	0.0599737188	0.059894626	-0.0326904	0.0295407	-0.00269198	-0.00261157	0.000193193	-0.000689382
0.5799544744240623	-0.4016534532384588	0.1348136015689192	1.1129235	43.81116104	1.03992152	0.39284522000000005	-0.0458086379	-0.017668315900000002	0.0406348974	0.0003630906	0.0675833949	-0.0282323321	-0.0069755066000000004	-0.0396911701	0.0388258256	0.0179639508	-0.0106526743	0.0167849022	0.060180985	0.060145165300000004	0.0600854815	0.060001957300000006	0.059894626	0.0597635299	0.0596087213	-0.0604686	-0.0138214	-0.120251	0.000694021	0.000807403	-0.000526265
1.0506550296901511	0.1998017077065604	1.2494139338638257	1.10450518	43.47976685	1.04819751	0.2292042	-0.015515733899999998	-0.0036139423	-0.0490920883	0.0316805331	0.03363218	-0.046839252000000005	-0.0112185123	-0.0267822473	0.0110032951	-0.0078714217	-0.0264084692	-0.0388919682	0.0601731869	0.060113981100000005	0.0600153478	0.0598773518	0.0597000836	0.05948365940000001	0.0592282212	-0.045598	-0.106819	-0.127823	0.0018586	0.000113866	-0.000943429
-2.0882850119623124	-1.1276382887092624	-0.7014498179968898	1.12272847	44.19714355	1.02587473	0.25318235	0.006223275699999999	-0.0013065417	0.0407395969	-0.0522350671	0.0225671015	-0.0448899071	0.0035328309	-0.0056371311	-0.0086820083	0.0037612436	0.0617763533	0.0022887362	0.0601634398	0.0600750084	0.0599277191	0.059721715999999994	0.059457201200000004	0.0591344336	0.0587537296	-0.0306804	-0.0920746	-0.0226751	0.000385022	0.000698543	-0.000634235
-2.0298125469084622	-1.299828948650957	-1.1311442532238023	1.12752724	44.38604736	0.99444932	0.094511	0.0067767402	0.0155561674	0.011829445800000001	0.0673275521	0.0270304694	-0.0289504313	0.0110994575	0.0012728001	0.0073133142000000005	0.0020291324	-0.053025224100000004	0.0281994413	0.0601517439	0.0600282523	0.059822620800000004	0.0595351307	0.059166175300000005	0.058716259699999995	0.05818599940000001	-0.0283089	-0.0691264	-0.0617163	0.000895887	0.000606406	-0.000634235
-1.6716233718957816	-1.0081800757175383	-1.1922457307256449	1.0868839	42.78609085	0.97905058	0.07614865	0.0007525485000000001	0.0049526764	-0.0571532976	-0.0214131899	0.030949646299999998	-0.0207345194	-0.0013529051000000002	8.61986e-05	-0.0106742898	-0.012040786999999999	0.0084327286	-0.055265746100000006	0.0601380996	0.0599737188	0.0597000836	0.059317692400000004	0.0588272418	0.058229625300000004	0.0575259315	-0.0418256	-0.051926	-0.0284827	0.0008657909999999998	0.000537062	-0.000778754
-0.5786059306094351	-0.9793396621936044	-0.2443068844211418	1.11908352	44.05365372	1.02846646	0.1864962	-0.0171790209	-0.004145749099999999	0.0370584259	0.0096481162	0.0312169205	-0.0518735228	0.0072813515	-0.0209712908	0.021591127999999998	0.0002849168	0.0112653554	0.033430381099999996	0.0601225075	0.0599114151	0.059560143200000006	0.0590695138	0.0584406749	0.0576750977	0.056774573499999995	-0.0228187	-0.100633	-0.0975014	0.000541961	0.000245324	-0.00039905
-1.0356447591274036	-0.5333084209952097	0.20133336123436307	1.04455853	41.11991501	0.9712553	0.12922321999999997	-0.0216638844	-0.0059860681	-0.043310379100000004	0.0255707138	0.0340787392	-0.0502550287	0.0041412442	-0.029895956600000002	0.0139934191	-0.0037723203	-0.0063962817	-0.0182257815	0.0601049679	0.0598413491	0.0594028405	0.0587907237	0.05800678769999999	0.057053323499999996	0.05593311769999999	-0.0194166	-0.114545	-0.131546	0.00181911	5.70836e-05	-0.000490951
1.1056453254577872	-0.028304418513443782	0.5482061232329112	1.03726387	40.83275604	0.98428679	0.26377684	-0.0230872144	-0.0168637384	0.0007602372	-0.0066189893	0.0724382126	-0.0472474887	-0.013062478600000002	-0.0288183867	0.0121383322	0.0050163984	0.010734668400000001	-0.0020384123	0.0600854815	0.0597635299	0.0592282212	0.058481466399999994	0.0575259315	0.056365027699999994	0.0550028995	-0.0458377	-0.00600449	-0.0688574	0.000813511	-0.0	-0.000750801
2.2175292617281013	0.030170753097446656	0.8825862861392184	1.00230515	39.4565773	0.95156223	0.05999109000000001	-0.0296709252	-0.0126544595	-0.042168852400000005	0.0195113359	0.07592792429999999	-0.0330734722	-0.0202350001	-0.024906171600000002	0.0075749348	-0.0028389358	-0.0280807023	-0.0411489758	0.0600640489	0.059677967699999994	0.0590363363	0.058141902300000006	0.056998495700000006	0.055611012800000005	0.053985395	-0.0481586	0.0241633	-0.0688432	0.000805184	0.000523089	-0.000769149
1.0292207449547377	0.08060444902090236	0.5738414239915068	0.99222261	39.05966949	0.94094902	0.07827745	-0.0233196754	-0.014580841399999999	0.0042814135	-0.029026264700000002	0.053381205	-0.0233968696	-0.0131871496	-0.020076303	0.0144665907	-0.0012440117	0.0243531768	-0.0030439659000000003	0.0600406707	0.0595846735	0.0588272418	0.0577722073	0.0564249074	0.054792158	0.0528822191	-0.0470463	-0.022455	-0.068832	0.00111851	0.000784259	-0.0008053659999999999
0.26574612866142644	-0.6481121882435277	-0.3716690231429381	1.06924736	42.09181213	0.96431679	0.14867115	-0.00044220519999999995	-0.0058809638	0.021550533599999998	0.0636297336	0.052341594500000005	-0.014097273	-0.006884208	-0.0041643907	0.0027588208	0.011121876200000002	-0.0407156227	0.0357769875	0.0600153478	0.05948365940000001	0.058600998499999994	0.0573725729	0.0558056309	0.0539094179	0.0516951222	-0.0415902	-0.0843714	-0.0299475	0.00139521	0.000383807	-0.000634235
1.76955616597633	-1.2920209324935716	-1.5534129477530334	1.11794531	44.0088501	0.96133071	0.07213575000000001	-0.0137591871	-0.0069392486	-0.06800084940000001	0.0337825502	0.053084623899999996	0.0178813598	-0.0056326896999999996	0.000521678	0.005838251500000001	0.0010512154	-0.0533684793	-0.0568542941	0.059988081	0.059374938499999995	0.058357672400000005	0.056943206399999995	0.0551411678	0.052963821900000006	0.0504259883	-0.0381919	-0.0712519	-0.0134171	0.000753937	0.000300985	-0.000576579
0.31569328821803033	-1.2904703315423842	-3.351734993391753	1.05746102	41.62783432	0.96384299	0.04655125	-0.034396952	-0.0358260917	-0.0333663915	-0.0569976854	0.0411015441	0.0239673967	0.0056834943	-0.0096559766	0.0348459644	-0.0109618298	0.0369033946	-0.047535325700000006	0.059958871100000005	0.059258524900000005	0.058097334400000006	0.0564843301	0.0544320561	0.0519564725	0.0490768315	-0.0283191	-0.0688999	-0.0338989	0.000826193	0.000289226	-0.000383701
-0.977442492885076	-1.7024273063764714	-4.024387695757029	1.04507685	41.14031982	0.94626623	0.07489980000000002	-0.0404176121	-0.0375840492	0.0606245211	-0.0035526178000000004	0.025441331	0.047960683	0.0079588057	-0.0080081837	0.029295256800000002	0.0086956101	0.036992512400000004	0.0463771392	0.0599277191	0.0591344336	0.0578200605	0.055996182	0.0536788699	0.0508885441	0.0476497928	-0.0283374	-0.0577469	-0.0181463	0.000340893	0.000689919	-0.000310176
-1.2081678224278145	-2.1354364223377584	-3.706803138300721	1.02968884	40.53456116	0.949561	0.05598019999999999	-0.036973088700000004	-0.015154188300000001	0.0009314638	0.0628694011	0.0161279696	0.0564521872	0.012632594399999999	0.0073871624	0.030213049300000003	0.0041511025	-0.047034760999999994	-0.0015175215	0.059894626	0.0590026808	0.0575259315	0.055479014900000005	0.0528822191	0.0497612819	0.0461471367	-0.0283519	-0.07786189999999998	-0.0454559	0.000337691	0.000535815	-0.000323692
-1.6877644166875776	-1.81241881175464	-2.937087324885652	1.04118419	40.98708344	0.95761335	0.07912505	-0.0338157167	-0.028595396800000002	-0.039494496000000004	-0.045850012	0.0108481473	0.0274475511	0.0096387057	0.0025949901999999998	0.031881036200000004	-0.001050661	0.034646578500000004	-0.0524350906	0.0598595928	0.058863283499999995	0.05721503309999999	0.054933097	0.0520427487	0.048576000300000005	0.0445712479	-0.042158	-0.0611418	-0.0513427	-0.000283541	0.000410562	-0.000215936
-0.7765239657565624	-1.3892609720958298	-2.7397538549368843	1.06701505	42.00393677	0.96303725	0.05935915000000001	-0.036228707400000004	-0.024295228399999997	0.0755348858	0.0163220097	0.029840754100000002	0.0102980263	0.0044476474	-0.0092902391	0.038980164399999996	0.0193819468	0.0067119081	0.0524886543	0.059822620800000004	0.058716259699999995	0.0568874559	0.054358711	0.051161138499999995	0.0473340813	0.042924627300000004	-0.0282598	-0.059594	-0.0809427	-0.000265289	0.000234378	-0.000124109
-0.17282909642376645	-1.0860444771166795	-1.4258541393943296	1.20730007	47.52637482	1.06767154	0.26124405500000003	-0.0137480247	-0.0019209835	-0.0462494274	0.0415122705	0.024266468500000003	0.0354245745	-0.010427858199999999	0.0104885102	0.004245318499999999	0.0190774407	-0.0661420452	-0.031008085	0.059783710999999996	0.058561628600000006	0.0565432955	0.053756154699999996	0.050238102400000005	0.0460369729	0.0412098879	0.0105036	-0.0202891	0.0326378	-0.00138589	7.67819e-05	-1.0401e-05
-1.930594536928212	-1.8533741626182048	-2.5512713703515617	1.30935884	51.54400253	1.19876909	0.40638524500000006	0.0566597492	0.060009213	0.0030396315000000003	-0.0563679042	-0.021459814100000002	0.0400396788	-0.0072852993999999996	0.058377783200000005	-0.0603096833	0.0485443193	-0.005217587	-0.0099158827	0.059742864900000005	0.0583994101	0.0561826521	0.0531257404	0.0492743878	0.0446861874	0.039429751	-0.0108277	0.0436785	0.313408	-0.00139427	-0.00024142	-0.000490142
-2.505934974339045	-1.228836126092531	-2.008590867267909	1.12688684	44.36083984	1.02767384	0.24924525	0.054819926	0.0606438577	0.0161978143	0.0392012372	-0.0264716567	0.0314755087	-0.0049723640999999996	0.0433678063	-0.0552476229	0.0189948811	-0.047651048200000004	0.0241964436	0.0597000836	0.058229625300000004	0.0558056309	0.0524677946	0.0482707749	0.0432832998	0.0375870414	-0.0205127	-0.0219193	0.208203	-0.000395291	-9.343e-06	-0.000634235
-2.099433579115007	-0.4152477675050537	-1.7256956646915598	1.06043708	41.7449913	0.99990374	0.19297125	0.0549354962	0.06279178440000001	-0.0567065734	0.0047242995	-0.0247944315	0.0049923907	-0.0015032773999999998	0.0172519977	-0.0648365903	0.0030996293	-0.0190576555	-0.0496388896	0.0596553686	0.058052296100000005	0.0554123419	0.051782658499999995	0.0472280764	0.041829945800000004	0.0356846835	-0.0237848	-0.0787206	0.183719	0.00131035	-0.000471979	-0.000634235
-0.8611658398084729	-0.9331287824376412	-1.4921305145769093	1.10714996	43.58388138	1.04309821	0.259133685	0.0171789748	0.0053799191	-0.008699588000000001	-0.0803004065	-0.013546021200000001	-0.019204763	-0.0032284162	0.0014398801999999998	-0.0053414981000000005	0.0109760695	0.045207915300000005	0.0044618906	0.0596087213	0.0578674456	0.0550028995	0.051070687000000003	0.0461471367	0.04032782	0.0337256962	-0.010885100000000002	-0.0806017	-0.00325569	0.00139626	-0.0009468390000000002	-4.74411e-05
