CSF	WhiteMatter	GlobalSignal	stdDVARS	non-stdDVARS	vx-wisestdDVARS	FramewiseDisplacement	tCompCor00	tCompCor01	tCompCor02	tCompCor03	tCompCor04	tCompCor05	aCompCor00	aCompCor01	aCompCor02	aCompCor03	aCompCor04	aCompCor05	Cosine00	Cosine01	Cosine02	Cosine03	Cosine04	Cosine05	Cosine06	X	Y	Z	RotX	RotY	RotZ
4.9270792368705765	0.5151038711850848	2.7748823258310726	n/a	n/a	n/a	n/a	-0.0312913479	-0.0293993185	-0.0261022568	0.0221533729	-0.0209020011	0.055260566399999995	-0.034561066	-0.0160248825	0.030176819100000002	-0.023945184900000003	0.0129932932	-0.0002123371	0.0601926828	0.060191951699999996	0.0601907331	0.060189027199999995	0.0601868338	0.0601841531	0.060180985	0.0143337	0.0203412	-0.0780842	0.00024858	-5.21576e-05	-0.000220654
2.592233334480087	-0.20989292022689326	2.1893106637980515	0.98733622	37.58421326	0.96335101	0.06116017340000001	-0.0350887181	-0.0281688575	-0.0169501063	0.0116050274	-0.0392238534	0.0305494481	-0.035679809900000005	-0.0151444074	-0.0015739466	-0.0424393016	0.043219586500000004	0.0002399757	0.0601907331	0.0601841531	0.0601731869	0.0601578354	0.0601380996	0.060113981100000005	0.0600854815	0.00944771	-6.92534e-05	-0.0617143	0.000551122	-2.77372e-23	-0.000255831
1.3811105439083178	0.3657714179844645	1.4674539483923137	0.99301934	37.80054855	0.96814692	0.029805588400000006	-0.013354946999999999	-0.050374329100000004	-0.0095962012	0.0008819114	-0.024974724	-0.012726288300000001	-0.0117923811	-0.043723782999999995	0.0040587965000000005	1.4706199999999998e-05	0.0487352009	-0.0159772619	0.0601868338	0.060168557000000004	0.0601380996	0.060095468	0.0600406707	0.0599737188	0.059894626	0.0123905	0.00730843	-0.0574349	0.000470452	5.52863e-05	-0.000423989
2.230046402544466	0.3998560000794878	1.0483910543783064	1.0410192	39.62772369	0.99139869	0.128771735	0.0120787372	-0.054638863200000005	-0.0102519965	0.0256147938	0.0388539875	-0.0611232249	0.0070223354	-0.0453227455	0.0318294702	0.037241822	0.0387278195	-0.0211667525	0.060180985	0.060145165300000004	0.0600854815	0.060001957300000006	0.059894626	0.0597635299	0.0596087213	0.015858299999999995	0.0382179	-0.105007	0.00013413	0.000314651	-8.322839999999998e-05
-0.15210121766352705	0.35474307600959426	0.3226150272241069	0.98872417	37.63704681	0.96855658	0.07778492	0.0166816473	-0.0385159912	-0.0019929437	0.0269238653	0.030393535099999997	-0.0629592359	0.0200562887	-0.0293028703	0.0167267721	-0.012915143700000001	0.041380962	0.0028257791999999997	0.0601731869	0.060113981100000005	0.0600153478	0.0598773518	0.0597000836	0.05948365940000001	0.0592282212	0.0123599	0.0187509	-0.0746024	0.000399803	0.000175254	0.0
-0.2851799981336751	0.1278828074624135	-0.3635753643761731	1.01588356	38.67090607	0.9816522	0.05809831	0.0410807386	-0.0132516819	0.0270805865	0.0012690941	-0.012264978300000002	-0.0049097399	0.0434233267	-0.0013940575	-0.010953594099999998	-0.0133957599	0.0159353854	0.06442135339999999	0.0601634398	0.0600750084	0.0599277191	0.059721715999999994	0.059457201200000004	0.0591344336	0.0587537296	0.0123506	0.00231834	-0.0521335	0.00071586	0.00010756	0.0
-0.1339444773046046	0.2639584724582181	-0.2008853736847284	1.05267608	40.07146072	1.00303781	0.112173415	0.061918941799999995	0.015923740800000002	-0.0003019287	0.0302045003	0.057006483899999995	0.0383887259	0.0570930258	-0.0082093172	0.0341240215	0.05075755	0.0233732538	-0.0007810900999999999	0.0601517439	0.0600282523	0.059822620800000004	0.0595351307	0.059166175300000005	0.058716259699999995	0.05818599940000001	0.012390300000000003	0.0323446	-0.0876532	5.50319e-05	0.00023689	-0.000141597
-0.2394141989863954	0.6208457733171514	-0.3204936067203657	0.98297459	37.41818237	0.96380383	0.05081491	0.0660701061	0.0323438941	-0.0078387436	0.0421792742	0.0968784907	0.0577717922	0.0602519762	0.0039710909	0.07417195230000001	0.0638546381	0.024077126400000003	-0.006253865799999999	0.0601380996	0.0599737188	0.0597000836	0.059317692400000004	0.0588272418	0.058229625300000004	0.0575259315	0.0124095	0.0315071	-0.126271	-6.72613e-05	0.000282324	-0.000200678
-0.6537587292954947	-0.0826085676067992	-0.2808513660453608	1.06294954	40.46253204	1.01787579	0.175345265	0.0712367635	0.034168859700000005	0.0204412421	0.0166154802	-0.0002129305	0.0853172958	0.07051645349999999	0.0333212749	0.0007516542999999999	0.0087724708	0.0142476099	0.032110864100000004	0.0601225075	0.0599114151	0.059560143200000006	0.0590695138	0.0584406749	0.0576750977	0.056774573499999995	0.0123861	-0.0052821	-0.0461245	0.000957838	0.000146397	-0.000193981
-1.2111270347620675	-0.33381721055733965	-0.1339709437977583	0.98917109	37.65406036	0.96888238	0.03545363399999999	0.0651428642	0.0376238546	0.0128598587	-0.0049644052	-0.036852838799999996	0.0501886296	0.0650478979	0.0472146632	-0.023597575200000002	0.0055541120999999995	0.016232621200000002	0.0088642897	0.0601049679	0.0598413491	0.0594028405	0.0587907237	0.05800678769999999	0.057053323499999996	0.05593311769999999	0.0123745	-0.000154991	-0.0295027	0.000804669	6.72005e-05	-0.000152484
