,sub_id,run,presentation_order,video_number,video_category,category,expected_fear,fear,arousal,valence
107,06,3,36,34,3,Spiders,0.317,0.126,0.498,0.38
108,07,1,1,35,3,Spiders,0.169,0.246,0.755,0.806
109,07,1,2,31,3,Spiders,0.187,0.044,0.27,0.878
110,07,1,3,25,3,Spiders,0.119,0.709,0.927,0.957
111,07,1,4,12,1,Heights,0.148,0.005,1.0,0.0
112,07,1,5,3,1,Heights,0.113,0.657,0.499,0.8029999999999999
113,07,1,6,7,1,Heights,0.189,0.0,0.898,0.0
114,07,1,7,24,2,Social,0.106,0.0,0.934,0.040000000000000036
115,07,1,8,30,3,Spiders,0.186,0.111,0.742,0.9390000000000001
116,07,1,9,1,1,Heights,0.095,0.935,1.0,1.0
117,07,1,10,19,2,Social,0.124,0.0,1.0,0.0
118,07,1,11,13,2,Social,0.13,0.043,1.0,0.0
119,07,1,12,14,2,Social,0.148,0.192,0.828,0.8180000000000001
120,07,2,13,8,1,Heights,0.174,0.0,1.0,0.0
121,07,2,14,27,3,Spiders,0.122,0.137,0.816,0.8109999999999999
122,07,2,15,20,2,Social,0.122,0.057,0.813,0.79
123,07,2,16,29,3,Spiders,0.153,0.272,0.921,0.77
124,07,2,17,33,3,Spiders,0.178,0.082,0.732,0.753
125,07,2,18,34,3,Spiders,0.134,0.0,0.685,0.5880000000000001
126,07,2,19,4,1,Heights,0.121,0.872,0.976,0.819
127,07,2,20,6,1,Heights,0.142,0.795,0.982,0.606
128,07,2,21,10,1,Heights,0.16,0.054,1.0,0.0
129,07,2,22,22,2,Social,0.083,0.0,0.828,0.128
130,07,2,23,16,2,Social,0.116,1.0,1.0,1.0
131,07,2,24,17,2,Social,0.106,0.0,0.828,0.11399999999999999
132,07,3,25,5,1,Heights,0.14,0.816,1.0,0.611
133,07,3,26,9,1,Heights,0.22,0.0,1.0,0.0
134,07,3,27,23,2,Social,0.184,0.0,0.855,0.16600000000000004
135,07,3,28,18,2,Social,0.161,0.119,0.803,0.777
136,07,3,29,15,2,Social,0.171,0.626,0.777,0.7150000000000001
137,07,3,30,36,3,Spiders,0.22,0.085,0.737,0.753
138,07,3,31,21,2,Social,0.165,0.0,0.94,0.0010000000000000009
139,07,3,32,28,3,Spiders,0.106,0.221,0.756,0.917
140,07,3,33,26,3,Spiders,0.223,0.872,1.0,1.0
141,07,3,34,32,3,Spiders,0.202,0.07,0.872,0.3201614065427294
142,07,3,35,2,1,Heights,0.202,0.904,1.0,0.7090000000000001
143,07,3,36,11,1,Heights,0.221,0.104,1.0,0.0
144,08,1,1,12,1,Heights,0.0,0.0,0.786,0.0
145,08,1,2,11,1,Heights,0.0,0.0,0.54,0.0
146,08,1,3,5,1,Heights,0.0,0.072,0.971,0.18000000000000005
147,08,1,4,25,3,Spiders,0.829,0.922,1.0,1.0
148,08,1,5,15,2,Social,0.0,0.0,0.769,0.382
149,08,1,6,6,1,Heights,0.0,0.109,0.854,0.364
150,08,1,7,35,3,Spiders,0.878,0.114,0.651,0.688
151,08,1,8,27,3,Spiders,0.763,1.0,1.0,1.0
152,08,1,9,34,3,Spiders,0.836,0.0,0.797,0.681
153,08,1,10,20,2,Social,0.0,0.0,0.499,0.32499999999999996
154,08,1,11,19,2,Social,0.015,0.0,0.59,0.853
155,08,1,12,18,2,Social,0.0,0.0,0.252,1.0
156,08,2,13,29,3,Spiders,0.665,0.859,1.0,1.0
157,08,2,14,36,3,Spiders,0.771,0.0,0.496,0.634
158,08,2,15,32,3,Spiders,0.649,0.0,0.568,0.257
159,08,2,16,8,1,Heights,0.013,0.0,0.119,0.0
160,08,2,17,9,1,Heights,0.0,0.0,0.0,0.19299999999999995
161,08,2,18,16,2,Social,0.0,0.134,0.618,0.948
162,08,2,19,30,3,Spiders,0.646,0.352,0.53,0.741
163,08,2,20,2,1,Heights,0.0,0.771,0.825,1.0
164,08,2,21,3,1,Heights,0.046,1.0,1.0,1.0
165,08,2,22,17,2,Social,0.0,0.0,1.0,0.501
166,08,2,23,24,2,Social,0.0,0.0,0.813,0.879
167,08,2,24,23,2,Social,0.0,0.0,0.20924873148480347,0.501
168,08,3,25,7,1,Heights,0.0,0.0,0.499,0.501
169,08,3,26,4,1,Heights,0.0,0.0,0.833,0.28800000000000003
170,08,3,27,28,3,Spiders,0.727,1.0,1.0,1.0
171,08,3,28,26,3,Spiders,0.838,1.0,1.0,1.0
172,08,3,29,33,3,Spiders,0.851,0.773,0.808,1.0
173,08,3,30,21,2,Social,0.0,0.0,0.555,0.0
174,08,3,31,31,3,Spiders,0.836,0.171,0.538,0.876
175,08,3,32,1,1,Heights,0.0,0.212,0.763,0.5589999999999999
176,08,3,33,10,1,Heights,0.0,0.0,1.0,0.0
177,08,3,34,22,2,Social,0.0,0.0,1.0,0.0
178,08,3,35,13,2,Social,0.0,0.0,0.786,0.0
179,08,3,36,14,2,Social,0.0,0.717,1.0,1.0
180,09,1,1,5,1,Heights,0.777,0.885,0.885,1.0
181,09,1,2,10,1,Heights,0.94,0.633,0.576,0.863
182,09,1,3,28,3,Spiders,0.072,0.056,0.061,0.5740000000000001
183,09,1,4,35,3,Spiders,0.08,0.048,0.633,0.639
184,09,1,5,30,3,Spiders,0.051,0.582,0.654,0.967
185,09,1,6,17,2,Social,0.204,0.064,0.499,0.279
186,09,1,7,12,1,Heights,0.825,0.838,0.864,1.0
187,09,1,8,1,1,Heights,0.903,1.0,1.0,1.0
188,09,1,9,24,2,Social,0.134,0.0,0.628,0.14600000000000002
189,09,1,10,18,2,Social,0.0,0.6,0.444,0.863
190,09,1,11,22,2,Social,0.176,0.0,0.2,0.367
191,09,1,12,31,3,Spiders,0.254,0.07,0.074,0.642
192,09,2,13,13,2,Social,0.062,0.0,0.738,0.20799999999999996
193,09,2,14,2,1,Heights,0.833,1.0,0.93,1.0
194,09,2,15,8,1,Heights,0.94,0.124,0.358,0.275
195,09,2,16,6,1,Heights,0.881,0.937,0.841,1.0
196,09,2,17,26,3,Spiders,0.143,0.101,0.256,0.622
197,09,2,18,19,2,Social,0.108,0.0,0.096,0.37
198,09,2,19,16,2,Social,0.064,0.852,0.854,1.0
199,09,2,20,23,2,Social,0.299,0.0,0.104,0.14500000000000002
200,09,2,21,11,1,Heights,0.925,0.579,0.738,0.759
201,09,2,22,29,3,Spiders,0.08,0.6,0.605,0.9410000000000001
202,09,2,23,32,3,Spiders,0.233,0.181,0.587,0.884
203,09,2,24,36,3,Spiders,0.197,0.288,0.246,0.839
204,09,3,25,20,2,Social,0.189,0.538,0.532,0.645
205,09,3,26,14,2,Social,0.26,0.745,0.891,1.0
206,09,3,27,15,2,Social,0.499,0.015,0.433,0.501
207,09,3,28,27,3,Spiders,0.186,0.405,0.337,0.79
208,09,3,29,33,3,Spiders,0.241,0.23,0.577,0.501
209,09,3,30,7,1,Heights,0.894,0.587,0.584,0.639
210,09,3,31,3,1,Heights,0.797,0.919,0.973,1.0
211,09,3,32,34,3,Spiders,0.121,0.225,0.184,0.857
212,09,3,33,25,3,Spiders,0.1,0.584,0.756,1.0
213,09,3,34,21,2,Social,0.246,0.127,0.438,0.122
214,09,3,35,4,1,Heights,0.912,0.914,0.942,1.0
215,09,3,36,9,1,Heights,0.893,0.168,0.321,0.38
216,10,1,1,29,3,Spiders,0.269,0.098,0.325,0.501
217,10,1,2,7,1,Heights,0.207,0.0,0.0,0.17700000000000005
218,10,1,3,11,1,Heights,0.03,0.0,0.0,0.008000000000000007
219,10,1,4,14,2,Social,0.078,0.717,0.673,1.0
220,10,1,5,36,3,Spiders,0.275,0.005,0.0,0.501
221,10,1,6,27,3,Spiders,0.0,0.254,0.0,0.7070000000000001
222,10,1,7,31,3,Spiders,0.179,0.004,0.017,0.5409999999999999
223,10,1,8,5,1,Heights,0.111,0.911,0.797,1.0
224,10,1,9,4,1,Heights,0.499,0.808,1.0,0.987
225,10,1,10,20,2,Social,0.038,0.495,0.124,0.6859999999999999
226,10,1,11,13,2,Social,0.254,0.036,0.777,0.08099999999999996
227,10,1,12,19,2,Social,0.269,0.033,0.002,0.502
228,10,2,13,33,3,Spiders,0.22,0.703,0.657,0.98
229,10,2,14,1,1,Heights,0.249,0.929,0.67,0.951
230,10,2,15,3,1,Heights,0.303,0.992,0.982,0.972
231,10,2,16,18,2,Social,0.21,0.195,0.0,0.5529999999999999
232,10,2,17,32,3,Spiders,0.246,0.007,0.0,0.497
233,10,2,18,28,3,Spiders,0.259,0.738,0.709,0.7090000000000001
234,10,2,19,26,3,Spiders,0.246,0.499,0.704,0.645
235,10,2,20,10,1,Heights,0.499,0.204,0.176,0.22299999999999998
236,10,2,21,8,1,Heights,0.499,0.0,0.0,0.0
237,10,2,22,21,2,Social,0.182,0.0,0.0,0.07899999999999996
238,10,2,23,17,2,Social,0.197,1.0,0.499,1.0
239,10,2,24,23,2,Social,0.187,0.0,0.0,0.501
240,10,3,25,12,1,Heights,0.495,0.3694916933808595,0.499,0.040000000000000036
241,10,3,26,2,1,Heights,0.425,0.742,0.625,0.661
242,10,3,27,9,1,Heights,0.498,0.026,0.044,0.040000000000000036
243,10,3,28,34,3,Spiders,0.272,0.0,0.423,0.993
244,10,3,29,35,3,Spiders,0.29,0.0,0.012,0.501
245,10,3,30,30,3,Spiders,0.252,0.564,0.976,0.861
246,10,3,31,24,2,Social,0.178,0.048,0.27,0.0
247,10,3,32,15,2,Social,0.205,1.0,0.656,1.0
248,10,3,33,25,3,Spiders,0.347,0.625,0.672,0.91
249,10,3,34,22,2,Social,0.202,0.0,0.0,0.10699999999999998
250,10,3,35,16,2,Social,0.246,1.0,0.794,1.0
251,10,3,36,6,1,Heights,0.345,0.994,1.0,0.98
252,11,1,1,34,3,Spiders,0.113,0.103,0.283,0.501
253,11,1,2,21,2,Social,0.101,0.158,0.348,0.501
254,11,1,3,33,3,Spiders,0.139,0.116,0.807,0.16700000000000004
255,11,1,4,25,3,Spiders,0.114,0.343,1.0,0.896
256,11,1,5,26,3,Spiders,0.085,0.454,0.914,0.16100000000000003
257,11,1,6,5,1,Heights,0.106,0.168,0.573,0.501
258,11,1,7,3,1,Heights,0.101,0.491,1.0,0.375
259,11,1,8,10,1,Heights,0.186,0.065,0.225,0.6859999999999999
260,11,1,9,23,2,Social,0.155,0.098,0.116,0.377
261,11,1,10,16,2,Social,0.124,0.207,0.964,0.377
262,11,1,11,17,2,Social,0.096,0.07,0.499,0.501
263,11,1,12,12,1,Heights,0.117,0.085,0.356,0.32299999999999995
264,11,2,13,29,3,Spiders,0.119,0.366,0.734,0.6970000000000001
265,11,2,14,9,1,Heights,0.166,0.044,0.226,0.344
266,11,2,15,15,2,Social,0.109,0.147,0.76,0.06299999999999994
267,11,2,16,4,1,Heights,0.126,0.231,0.665,0.252
268,11,2,17,7,1,Heights,0.106,0.087,0.173,0.366
269,11,2,18,6,1,Heights,0.13,0.179,0.885,0.27
270,11,2,19,24,2,Social,0.153,0.091,0.964,0.06000000000000005
271,11,2,20,19,2,Social,0.103,0.15,0.288,0.403
272,11,2,21,14,2,Social,0.114,0.142,0.935,0.353
273,11,2,22,30,3,Spiders,0.114,0.142,0.553,0.29900000000000004
274,11,2,23,35,3,Spiders,0.122,0.225,0.672,0.84
275,11,2,24,32,3,Spiders,0.135,0.059,0.947,0.05300000000000005
276,11,3,25,36,3,Spiders,0.093,0.104,0.551,0.501
277,11,3,26,28,3,Spiders,0.126,0.101,0.94,0.04400000000000004
278,11,3,27,27,3,Spiders,0.095,0.618,0.94,0.388
279,11,3,28,18,2,Social,0.077,0.282,0.87,0.38
280,11,3,29,1,1,Heights,0.101,0.478,0.818,0.42400000000000004
281,11,3,30,13,2,Social,0.126,0.247,0.898,0.0
282,11,3,31,20,2,Social,0.106,0.062,0.654,0.138
283,11,3,32,22,2,Social,0.108,0.098,0.143,0.501
284,11,3,33,31,3,Spiders,0.126,0.106,0.573,0.609
285,11,3,34,11,1,Heights,0.088,0.087,0.329,0.44699999999999995
286,11,3,35,2,1,Heights,0.119,0.153,0.76,0.20599999999999996
287,11,3,36,8,1,Heights,0.124,0.114,0.127,0.501
288,12,1,1,13,2,Social,0.277,0.337,0.776,0.31999999999999995
289,12,1,2,24,2,Social,0.288,0.317,0.722,0.374
290,12,1,3,2,1,Heights,0.67,0.894,0.875,0.585
291,12,1,4,3,1,Heights,0.766,0.883,0.89,0.637
292,12,1,5,29,3,Spiders,0.272,0.316,0.706,0.41100000000000003
293,12,1,6,34,3,Spiders,0.345,0.27,0.486,0.42700000000000005
294,12,1,7,28,3,Spiders,0.135,0.363,0.79,0.46499999999999997
295,12,1,8,22,2,Social,0.236,0.366,0.794,0.31000000000000005
296,12,1,9,17,2,Social,0.265,0.278,0.691,0.44899999999999995
297,12,1,10,31,3,Spiders,0.204,0.147,0.293,0.501
298,12,1,11,7,1,Heights,0.852,0.194,0.368,0.344
299,12,1,12,10,1,Heights,0.768,0.221,0.436,0.41300000000000003
300,12,2,13,11,1,Heights,0.737,0.34,0.581,0.41100000000000003
301,12,2,14,35,3,Spiders,0.184,0.327,0.664,0.41900000000000004
302,12,2,15,33,3,Spiders,0.256,0.361,0.665,0.5509999999999999
303,12,2,16,8,1,Heights,0.716,0.202,0.309,0.28800000000000003
304,12,2,17,4,1,Heights,0.625,0.826,0.849,0.5529999999999999
305,12,2,18,6,1,Heights,0.807,0.766,0.747,0.645
306,12,2,19,23,2,Social,0.252,0.254,0.327,0.33499999999999996
307,12,2,20,14,2,Social,0.226,0.656,0.8,0.671
308,12,2,21,21,2,Social,0.288,0.327,0.368,0.28800000000000003
309,12,2,22,27,3,Spiders,0.298,0.236,0.673,0.5700000000000001
310,12,2,23,30,3,Spiders,0.231,0.574,0.639,0.5880000000000001
311,12,2,24,15,2,Social,0.273,0.311,0.742,0.37
312,12,3,25,19,2,Social,0.348,0.35,0.561,0.514
313,12,3,26,18,2,Social,0.34,0.529,0.573,0.783
314,12,3,27,9,1,Heights,0.776,0.586,0.431,0.364
315,12,3,28,5,1,Heights,0.675,0.784,0.751,0.41100000000000003
316,12,3,29,1,1,Heights,0.634,0.859,0.873,0.683
317,12,3,30,26,3,Spiders,0.325,0.579,0.631,0.575
318,12,3,31,12,1,Heights,0.69,0.298,0.415,0.377
319,12,3,32,25,3,Spiders,0.322,0.646,0.621,0.6679999999999999
320,12,3,33,32,3,Spiders,0.28,0.335,0.576,0.33299999999999996
321,12,3,34,36,3,Spiders,0.334,0.407,0.682,0.5700000000000001
322,12,3,35,16,2,Social,0.204,0.633,0.69,0.743
323,12,3,36,20,2,Social,0.321,0.382,0.776,0.46599999999999997
324,13,1,1,27,3,Spiders,0.244,0.265,0.205,0.501
325,13,1,2,32,3,Spiders,0.231,0.083,0.13,0.501
326,13,1,3,4,1,Heights,0.5184882533197136,0.711,0.755,0.77
327,13,1,4,8,1,Heights,0.696,0.137,0.163,0.29700000000000004
328,13,1,5,3,1,Heights,0.677,0.893,0.894,0.775
329,13,1,6,16,2,Social,0.106,0.691,0.732,0.84
330,13,1,7,22,2,Social,0.156,0.165,0.256,0.501
331,13,1,8,13,2,Social,0.169,0.178,0.873,0.09699999999999998
332,13,1,9,12,1,Heights,0.797,0.166,0.769,0.15400000000000003
333,13,1,10,26,3,Spiders,0.187,0.145,0.693,0.42100000000000004
334,13,1,11,33,3,Spiders,0.184,0.152,0.36,0.501
335,13,1,12,20,2,Social,0.187,0.701,0.864,0.2939950263311879
336,13,2,13,24,2,Social,0.22,0.129,0.708,0.15100000000000002
337,13,2,14,18,2,Social,0.192,0.75,0.834,0.847
338,13,2,15,36,3,Spiders,0.169,0.106,0.187,0.501
339,13,2,16,28,3,Spiders,0.134,0.607,0.753,0.637
340,13,2,17,11,1,Heights,0.691,0.152,0.256,0.22699999999999998
341,13,2,18,14,2,Social,0.199,0.776,0.774,0.8
342,13,2,19,21,2,Social,0.191,0.098,0.129,0.16900000000000004
343,13,2,20,29,3,Spiders,0.153,0.335,0.669,0.501
344,13,2,21,35,3,Spiders,0.179,0.139,0.106,0.501
345,13,2,22,7,1,Heights,0.703,0.122,0.134,0.18500000000000005
346,13,2,23,1,1,Heights,0.774,0.883,0.872,0.808
347,13,2,24,2,1,Heights,0.729,0.81,0.86,0.702
348,13,3,25,31,3,Spiders,0.169,0.168,0.119,0.501
349,13,3,26,25,3,Spiders,0.148,0.316,0.644,0.501
350,13,3,27,19,2,Social,0.226,0.152,0.176,0.501
351,13,3,28,17,2,Social,0.186,0.636,0.829,0.34099999999999997
352,13,3,29,15,2,Social,0.178,0.711,0.771,0.4329578700994734
353,13,3,30,6,1,Heights,0.738,0.777,0.859,0.501
354,13,3,31,9,1,Heights,0.787,0.179,0.127,0.18000000000000005
355,13,3,32,34,3,Spiders,0.171,0.156,0.148,0.501
356,13,3,33,30,3,Spiders,0.178,0.613,0.704,0.704
357,13,3,34,10,1,Heights,0.743,0.286,0.589,0.31200000000000006
358,13,3,35,5,1,Heights,0.742,0.842,0.857,0.71
359,13,3,36,23,2,Social,0.221,0.111,0.116,0.21599999999999997
360,14,1,1,13,2,Social,0.0,0.0,0.0,0.0
361,14,1,2,7,1,Heights,0.059,0.0,0.021,0.0
362,14,1,3,12,1,Heights,0.005,0.013,0.0,0.0
363,14,1,4,3,1,Heights,0.03,0.0,0.0,0.562
364,14,1,5,33,3,Spiders,0.873,0.654,0.67,0.655
365,14,1,6,5,1,Heights,0.0,0.176,0.0,0.405
366,14,1,7,16,2,Social,0.0,0.0,0.0,0.501
367,14,1,8,21,2,Social,0.0,0.018,0.0,0.501
368,14,1,9,23,2,Social,0.0,0.008,0.0,0.505
369,14,1,10,31,3,Spiders,0.823,0.374,0.589,0.626
370,14,1,11,29,3,Spiders,0.669,1.0,1.0,1.0
371,14,1,12,30,3,Spiders,0.839,1.0,1.0,1.0
372,14,2,13,27,3,Spiders,0.821,1.0,0.977,1.0
373,14,2,14,34,3,Spiders,1.0,0.343,0.319,0.712
374,14,2,15,26,3,Spiders,0.716,1.0,0.738,1.0
375,14,2,16,15,2,Social,0.0,0.0,0.0,0.501
376,14,2,17,1,1,Heights,0.165,0.0,0.0,0.499
377,14,2,18,10,1,Heights,0.0,0.0,0.0,0.501
378,14,2,19,36,3,Spiders,0.951,0.61,0.621,0.619
379,14,2,20,4,1,Heights,0.0,0.0,0.0,0.501
380,14,2,21,11,1,Heights,0.0,0.0,0.0,0.501
381,14,2,22,19,2,Social,0.0,0.0,0.018,0.501
382,14,2,23,17,2,Social,0.0,0.0,0.0,0.501
383,14,2,24,24,2,Social,0.0,0.008232676523528416,0.0,0.502
384,14,3,25,9,1,Heights,0.0,0.0,0.0,0.405
385,14,3,26,25,3,Spiders,0.885,0.914,0.96,1.0
386,14,3,27,28,3,Spiders,0.974,1.0,1.0,1.0
387,14,3,28,35,3,Spiders,1.0,0.706,0.698,0.79
388,14,3,29,14,2,Social,0.0,0.0,0.0,0.567
389,14,3,30,18,2,Social,0.0,0.0,0.083,0.527
390,14,3,31,32,3,Spiders,1.0,0.431,0.286,0.647
391,14,3,32,20,2,Social,0.0,0.0,0.0,0.46799999999999997
392,14,3,33,22,2,Social,0.0,0.0,0.0,0.279
393,14,3,34,2,1,Heights,0.0,0.139,0.054,0.5800000000000001
394,14,3,35,6,1,Heights,0.0,0.612,0.63,0.71
395,14,3,36,8,1,Heights,0.0,0.0,0.0,0.502
396,15,1,1,12,1,Heights,0.283,0.0,0.634,-0.0282261013868228
397,15,1,2,1,1,Heights,0.0,0.9211246505521483,0.499,0.759
398,15,1,3,25,3,Spiders,0.63,0.696,0.86,0.956
399,15,1,4,20,2,Social,0.748,0.373111248418264,0.499,0.5740000000000001
400,15,1,5,10,1,Heights,0.324,0.2932529599585488,0.404,0.43100000000000005
401,15,1,6,5,1,Heights,0.353,0.816,0.773,0.544
402,15,1,7,14,2,Social,0.665,0.81,0.725,1.0
403,15,1,8,18,2,Social,0.722,0.612,0.698,0.853
404,15,1,9,22,2,Social,0.7048408682206062,0.012,0.075,0.501
405,15,1,10,32,3,Spiders,0.66,0.722,0.743,0.377
406,15,1,11,33,3,Spiders,0.646,0.683,1.0403004652236167,1.0
407,15,1,12,28,3,Spiders,0.768,0.878,0.779,1.0
408,15,2,13,24,2,Social,0.716,0.0,0.743,0.17700000000000005
409,15,2,14,3,1,Heights,0.124,0.935,0.499,0.894
410,15,2,15,2,1,Heights,0.787,0.875,0.756,0.6
411,15,2,16,26,3,Spiders,0.657,0.917,0.873,0.902
412,15,2,17,23,2,Social,1.0048712513601743,0.124,0.0,0.43600000000000005
413,15,2,18,17,2,Social,0.407,0.4365322420236067,0.499,0.714
414,15,2,19,15,2,Social,0.573,0.5991633866269714,0.777,1.0
415,15,2,20,30,3,Spiders,0.568,0.664,0.699,0.985
416,15,2,21,35,3,Spiders,1.9261164274322171,0.116,0.275,0.5349999999999999
417,15,2,22,36,3,Spiders,0.582,0.548,0.802,0.618
418,15,2,23,9,1,Heights,0.378,0.09,0.712,0.8029999999999999
419,15,2,24,7,1,Heights,0.413,0.322,0.376,0.5800000000000001
420,15,3,25,34,3,Spiders,0.615,0.296,0.108,0.5409999999999999
421,15,3,26,31,3,Spiders,0.418,0.0,0.0,0.496
422,15,3,27,4,1,Heights,0.594,0.615,0.603,0.08099999999999996
423,15,3,28,11,1,Heights,0.434,0.205,0.543,-0.0838401237826627
424,15,3,29,6,1,Heights,0.407,0.638,0.834,0.618
425,15,3,30,13,2,Social,0.352,0.368,0.872,0.767
426,15,3,31,8,1,Heights,0.582,0.0,0.581,0.10899999999999999
427,15,3,32,16,2,Social,0.365,0.753,0.691,0.9299999999999999
428,15,3,33,19,2,Social,0.334,0.0,0.0,0.398
429,15,3,34,21,2,Social,0.636,0.004,0.072,0.279
430,15,3,35,29,3,Spiders,7.579427560291915,0.9104687109578861,0.862,0.944
431,15,3,36,27,3,Spiders,36.15435853165554,0.924,0.838,0.982
432,16,1,1,16,2,Social,0.0,0.0,0.0,0.501
433,16,1,2,21,2,Social,0.0,0.0,0.132,0.31699999999999995
434,16,1,3,13,2,Social,0.143,0.446,0.499,0.11699999999999999
435,16,1,4,1,1,Heights,0.0,0.0,0.727,0.497
436,16,1,5,26,3,Spiders,0.0,0.0,0.293,0.502
437,16,1,6,33,3,Spiders,0.0,0.0,0.0,0.0
438,16,1,7,36,3,Spiders,0.0,0.111,0.0,0.501
439,16,1,8,10,1,Heights,0.0,0.0,0.709,0.16600000000000004
440,16,1,9,11,1,Heights,0.0,0.0,0.504,0.27
441,16,1,10,6,1,Heights,0.0,0.603,0.774,0.847
442,16,1,11,27,3,Spiders,0.0,0.0,0.288,0.775
443,16,1,12,24,2,Social,0.148,0.994,0.738,0.78
444,16,2,13,19,2,Social,0.247,0.0,0.0,0.501
445,16,2,14,7,1,Heights,0.0,0.0,0.078,0.11399999999999999
446,16,2,15,2,1,Heights,0.0,0.686,0.777,1.0
447,16,2,16,31,3,Spiders,0.0,0.0,0.038,0.501
448,16,2,17,32,3,Spiders,0.0,0.0,0.02,0.21099999999999997
449,16,2,18,17,2,Social,0.0,0.0,0.665,0.15300000000000002
450,16,2,19,20,2,Social,0.202,0.179,0.724,0.22399999999999998
451,16,2,20,14,2,Social,0.282,0.595,0.602,1.0
452,16,2,21,12,1,Heights,0.0,0.0,0.594,0.0
453,16,2,22,5,1,Heights,0.0,0.769,1.0,0.714
454,16,2,23,25,3,Spiders,0.0,0.0,0.285,0.501
455,16,2,24,28,3,Spiders,0.0,0.491,0.587,0.769
456,16,3,25,34,3,Spiders,0.015,0.0,0.217,0.06999999999999995
457,16,3,26,35,3,Spiders,0.0,0.0,0.152,0.501
